"Date","Price","Open","High","Low","Vol.","Change %"
"12/05/2024","11.99","13.26","14.03","11.91","","-4.46%"
"05/05/2024","12.55","13.98","14.02","12.50","","-6.97%"
"28/04/2024","13.49","15.37","16.22","13.48","","-10.25%"
"21/04/2024","15.03","18.59","18.72","14.92","","-19.67%"
"14/04/2024","18.71","16.94","21.36","16.26","","8.09%"
"07/04/2024","17.31","16.24","19.20","14.59","","7.99%"
"31/03/2024","16.03","13.61","16.92","13.55","","23.21%"
"24/03/2024","13.01","13.67","13.67","12.66","","-0.38%"
"17/03/2024","13.06","14.75","14.86","12.40","","-9.37%"
"10/03/2024","14.41","15.51","16.04","13.42","","-2.24%"
"03/03/2024","14.74","13.49","15.53","13.32","","12.43%"
"25/02/2024","13.11","14.17","14.20","13.08","","-4.65%"
"18/02/2024","13.75","14.72","16.12","13.64","","-3.44%"
"11/02/2024","14.24","13.48","17.94","13.34","","10.13%"
"04/02/2024","12.93","14.37","14.53","12.69","","-6.64%"
"28/01/2024","13.85","13.98","15.35","13.18","","4.45%"
"21/01/2024","13.26","13.77","14.10","12.41","","-0.30%"
"14/01/2024","13.30","13.23","15.40","13.20","","4.72%"
"07/01/2024","12.70","14.00","14.18","12.35","","-4.87%"
"31/12/2023","13.35","13.22","14.58","13.10","","7.23%"
"24/12/2023","12.45","13.77","13.80","12.36","","-4.45%"
"17/12/2023","13.03","12.62","14.49","12.29","","6.11%"
"10/12/2023","12.28","13.05","13.14","11.81","","-0.57%"
"03/12/2023","12.35","13.28","13.76","12.35","","-2.22%"
"26/11/2023","12.63","13.14","14.30","12.48","","1.36%"
"19/11/2023","12.46","14.26","14.31","12.45","","-9.71%"
"12/11/2023","13.80","15.16","15.19","13.67","","-2.61%"
"05/11/2023","14.17","15.39","15.58","14.13","","-4.96%"
"29/10/2023","14.91","21.13","21.16","14.91","","-29.90%"
"22/10/2023","21.27","21.83","23.08","18.65","","-2.03%"
"15/10/2023","21.71","19.10","21.83","16.97","","12.37%"
"08/10/2023","19.32","19.54","20.78","15.44","","10.72%"
"01/10/2023","17.45","17.31","20.88","16.93","","-0.40%"
"24/09/2023","17.52","17.25","19.71","15.83","","1.86%"
"17/09/2023","17.20","14.40","17.54","13.57","","24.73%"
"10/09/2023","13.79","14.17","14.68","12.68","","-0.36%"
"03/09/2023","13.84","13.62","15.69","13.51","","5.73%"
"27/08/2023","13.09","16.24","16.28","13.02","","-16.52%"
"20/08/2023","15.68","18.03","18.11","15.45","","-9.36%"
"13/08/2023","17.30","15.88","18.88","14.77","","16.58%"
"06/08/2023","14.84","16.90","18.14","14.60","","-13.22%"
"30/07/2023","17.10","13.98","17.42","13.57","","28.28%"
"23/07/2023","13.33","14.29","15.02","12.74","","-1.99%"
"16/07/2023","13.60","13.78","14.23","13.12","","1.95%"
"09/07/2023","13.34","16.08","16.21","13.12","","-10.05%"
"02/07/2023","14.83","13.85","17.08","13.47","","9.12%"
"25/06/2023","13.59","14.43","14.71","12.96","","1.12%"
"18/06/2023","13.44","14.09","14.67","12.73","","-0.74%"
"11/06/2023","13.54","14.44","15.06","13.48","","-2.10%"
"04/06/2023","13.83","15.28","15.29","13.50","","-5.27%"
"28/05/2023","14.60","17.53","18.40","14.42","","-18.66%"
"21/05/2023","17.95","17.45","20.81","16.82","","6.78%"
"14/05/2023","16.81","17.44","18.30","15.85","","-1.29%"
"07/05/2023","17.03","17.73","18.31","16.36","","-0.93%"
"30/04/2023","17.19","16.41","21.33","15.53","","8.94%"
"23/04/2023","15.78","18.22","19.86","15.72","","-5.90%"
"16/04/2023","16.77","17.58","17.79","16.17","","-1.76%"
"09/04/2023","17.07","19.39","20.05","17.07","","-7.23%"
"02/04/2023","18.40","19.79","20.08","18.35","","-1.60%"
"26/03/2023","18.70","22.05","22.93","18.52","","-13.98%"
"19/03/2023","21.74","27.77","28.91","19.94","","-14.78%"
"12/03/2023","25.51","24.05","30.81","22.27","","2.86%"
"05/03/2023","24.80","19.05","28.97","18.49","","34.13%"
"26/02/2023","18.49","21.99","22.02","18.16","","-14.67%"
"19/02/2023","21.67","21.06","23.63","20.89","","8.24%"
"12/02/2023","20.02","21.66","21.69","18.11","","-2.48%"
"05/02/2023","20.53","19.23","21.94","18.43","","12.00%"
"29/01/2023","18.33","19.76","20.70","17.06","","-0.97%"
"22/01/2023","18.51","20.21","20.90","17.97","","-6.75%"
"15/01/2023","19.85","19.44","21.71","18.71","","8.17%"
"08/01/2023","18.35","21.75","22.46","18.01","","-13.16%"
"01/01/2023","21.13","23.09","23.76","21.00","","-2.49%"
"25/12/2022","21.67","21.67","22.80","20.96","","3.83%"
"18/12/2022","20.87","22.63","24.30","19.94","","-7.74%"
"11/12/2022","22.62","24.40","25.84","21.07","","-0.92%"
"04/12/2022","22.83","20.30","23.28","19.78","","19.78%"
"27/11/2022","19.06","22.09","22.63","18.95","","-7.02%"
"20/11/2022","20.50","24.05","24.12","20.31","","-11.33%"
"13/11/2022","23.12","23.99","26.22","22.86","","2.66%"
"06/11/2022","22.52","25.67","26.59","22.37","","-8.27%"
"30/10/2022","24.55","26.91","27.07","24.00","","-4.66%"
"23/10/2022","25.75","30.65","30.95","25.75","","-13.27%"
"16/10/2022","29.69","32.27","32.59","29.24","","-7.28%"
"09/10/2022","32.02","32.93","34.53","31.14","","2.10%"
"02/10/2022","31.36","33.00","33.06","28.50","","-0.82%"
"25/09/2022","31.62","31.74","34.88","29.39","","5.68%"
"18/09/2022","29.92","27.69","32.31","25.55","","13.76%"
"11/09/2022","26.30","23.58","28.45","23.16","","15.40%"
"04/09/2022","22.79","26.51","27.80","22.64","","-10.52%"
"28/08/2022","25.47","26.86","27.69","23.19","","-0.35%"
"21/08/2022","25.56","22.41","25.90","21.67","","24.08%"
"14/08/2022","20.60","20.74","21.27","19.41","","5.48%"
"07/08/2022","19.53","21.74","22.34","19.12","","-7.66%"
"31/07/2022","21.15","22.41","24.68","20.76","","-0.84%"
"24/07/2022","21.33","24.33","25.31","21.21","","-7.38%"
"17/07/2022","23.03","24.83","25.91","22.41","","-4.95%"
"10/07/2022","24.23","26.42","29.06","24.13","","-1.66%"
"03/07/2022","24.64","27.96","29.82","24.43","","-7.72%"
"26/06/2022","26.70","28.30","30.22","26.47","","-1.95%"
"19/06/2022","27.23","32.06","32.16","26.83","","-12.53%"
"12/06/2022","31.13","31.37","35.05","27.76","","12.18%"
"05/06/2022","27.75","25.37","29.63","23.74","","11.94%"
"29/05/2022","24.79","26.16","28.35","24.33","","-3.62%"
"22/05/2022","25.72","28.98","31.07","25.57","","-12.61%"
"15/05/2022","29.43","30.01","33.11","25.51","","1.94%"
"08/05/2022","28.87","31.90","35.48","28.78","","-4.37%"
"01/05/2022","30.19","33.35","36.64","24.94","","-9.61%"
"24/04/2022","33.40","30.04","34.34","26.80","","18.40%"
"17/04/2022","28.21","24.52","28.27","19.75","","24.27%"
"10/04/2022","22.70","23.09","25.38","20.85","","7.28%"
"03/04/2022","21.16","20.75","24.78","18.45","","7.79%"
"27/03/2022","19.63","22.14","23.33","18.67","","-5.67%"
"20/03/2022","20.81","25.14","25.36","20.80","","-12.82%"
"13/03/2022","23.87","31.03","33.83","23.85","","-22.37%"
"06/03/2022","30.75","35.88","37.52","28.84","","-3.85%"
"27/02/2022","31.98","32.44","35.19","28.43","","15.91%"
"20/02/2022","27.59","31.80","37.79","26.93","","-0.58%"
"13/02/2022","27.75","29.17","32.04","23.88","","1.43%"
"06/02/2022","27.36","24.09","30.99","19.93","","17.83%"
"30/01/2022","23.22","28.36","29.41","20.46","","-16.05%"
"23/01/2022","27.66","28.20","38.94","26.90","","-4.12%"
"16/01/2022","28.85","21.18","29.79","21.18","","50.34%"
"09/01/2022","19.19","19.58","23.33","17.36","","2.29%"
"02/01/2022","18.76","17.60","21.06","16.34","","8.94%"
"26/12/2021","17.22","19.37","19.41","16.62","","-4.12%"
"19/12/2021","17.96","25.89","27.39","17.62","","-16.74%"
"12/12/2021","21.57","19.29","23.47","18.19","","15.41%"
"05/12/2021","18.69","28.99","30.82","18.69","","-39.06%"
"28/11/2021","30.67","25.31","35.32","21.71","","7.16%"
"21/11/2021","28.62","18.20","28.99","17.35","","59.80%"
"14/11/2021","17.91","17.03","19.01","16.03","","9.94%"
"07/11/2021","16.29","17.23","19.90","16.15","","-1.15%"
"31/10/2021","16.48","16.85","17.70","14.73","","1.35%"
"24/10/2021","16.26","16.14","18.06","14.90","","5.38%"
"17/10/2021","15.43","17.29","17.93","14.84","","-5.34%"
"10/10/2021","16.30","19.93","20.81","15.72","","-13.16%"
"03/10/2021","18.77","22.90","24.58","18.20","","-11.25%"
"26/09/2021","21.15","17.78","24.89","17.74","","19.15%"
"19/09/2021","17.75","24.25","28.79","17.63","","-14.70%"
"12/09/2021","20.81","19.64","21.51","17.65","","-0.67%"
"05/09/2021","20.95","16.94","21.13","16.89","","27.67%"
"29/08/2021","16.41","16.77","17.07","15.68","","0.12%"
"22/08/2021","16.39","18.83","19.27","16.11","","-11.69%"
"15/08/2021","18.56","17.05","24.74","16.02","","20.13%"
"08/08/2021","15.45","17.12","17.39","15.19","","-4.33%"
"01/08/2021","16.15","18.16","20.44","16.14","","-11.46%"
"25/07/2021","18.24","18.67","20.44","17.19","","6.05%"
"18/07/2021","17.20","19.61","25.09","16.33","","-6.78%"
"11/07/2021","18.45","16.85","18.70","15.94","","14.03%"
"04/07/2021","16.18","15.77","21.29","15.73","","7.37%"
"27/06/2021","15.07","16.07","17.31","14.10","","-3.52%"
"20/06/2021","15.62","21.74","21.82","14.19","","-24.54%"
"13/06/2021","20.70","16.04","21.04","15.04","","32.27%"
"06/06/2021","15.65","17.34","18.29","15.15","","-4.69%"
"30/05/2021","16.42","17.24","19.27","15.68","","-2.03%"
"23/05/2021","16.76","20.50","20.51","15.90","","-16.82%"
"16/05/2021","20.15","19.89","25.96","18.81","","7.12%"
"09/05/2021","18.81","17.34","28.93","17.07","","12.70%"
"02/05/2021","16.69","18.65","21.85","16.68","","-10.32%"
"25/04/2021","18.61","17.94","19.25","16.67","","7.39%"
"18/04/2021","17.33","17.04","19.90","16.78","","6.65%"
"11/04/2021","16.25","17.43","17.91","15.38","","-2.64%"
"04/04/2021","16.69","18.16","18.40","16.20","","-3.69%"
"28/03/2021","17.33","20.40","21.75","17.29","","-8.11%"
"21/03/2021","18.86","21.91","23.55","18.68","","-9.98%"
"14/03/2021","20.95","21.84","23.17","18.95","","1.26%"
"07/03/2021","20.69","27.61","28.39","20.63","","-16.10%"
"28/02/2021","24.66","25.20","31.90","22.45","","-11.77%"
"21/02/2021","27.95","24.46","31.16","21.31","","26.76%"
"14/02/2021","22.05","21.13","24.23","20.84","","10.42%"
"07/02/2021","19.97","21.89","23.85","19.69","","-4.31%"
"31/01/2021","20.87","31.45","33.96","20.86","","-36.93%"
"24/01/2021","33.09","22.31","37.51","22.20","","51.03%"
"17/01/2021","21.91","23.03","23.73","21.09","","-9.98%"
"10/01/2021","24.34","23.31","25.80","21.66","","12.89%"
"03/01/2021","21.56","23.04","29.19","21.42","","-5.23%"
"27/12/2020","22.75","22.11","23.72","20.99","","5.67%"
"20/12/2020","21.53","24.25","31.46","21.39","","-0.19%"
"13/12/2020","21.57","22.67","24.82","21.52","","-7.46%"
"06/12/2020","23.31","22.04","25.14","20.10","","12.12%"
"29/11/2020","20.79","22.64","22.89","19.97","","-0.24%"
"22/11/2020","20.84","23.66","23.96","19.51","","-12.07%"
"15/11/2020","23.70","23.66","24.52","21.66","","2.60%"
"08/11/2020","23.10","24.80","27.27","22.41","","-7.08%"
"01/11/2020","24.86","38.57","38.78","24.56","","-34.61%"
"25/10/2020","38.02","29.38","41.16","29.22","","38.00%"
"18/10/2020","27.55","27.36","30.55","27.04","","0.51%"
"11/10/2020","27.41","25.65","29.06","24.14","","9.64%"
"04/10/2020","25.00","29.52","30.00","24.03","","-9.52%"
"27/09/2020","27.63","27.15","29.90","24.90","","4.74%"
"20/09/2020","26.38","28.04","31.18","25.19","","2.13%"
"13/09/2020","25.83","25.86","28.92","24.84","","-3.87%"
"06/09/2020","26.87","30.61","35.93","26.51","","-12.62%"
"30/08/2020","30.75","23.91","38.28","21.77","","33.93%"
"23/08/2020","22.96","22.87","27.09","20.92","","1.86%"
"16/08/2020","22.54","22.52","24.60","20.99","","2.22%"
"09/08/2020","22.05","22.88","24.93","20.28","","-0.72%"
"02/08/2020","22.21","25.75","26.01","20.97","","-9.20%"
"26/07/2020","24.46","26.60","28.29","23.55","","-5.34%"
"19/07/2020","25.84","26.94","28.58","23.60","","0.62%"
"12/07/2020","25.68","27.85","33.67","25.41","","-5.90%"
"05/07/2020","27.29","27.76","31.48","24.92","","-1.41%"
"28/06/2020","27.68","35.05","36.31","25.90","","-20.30%"
"21/06/2020","34.73","35.22","37.12","29.26","","-1.11%"
"14/06/2020","35.12","44.09","44.44","30.40","","-2.69%"
"07/06/2020","36.09","25.56","44.16","24.65","","47.19%"
"31/05/2020","24.52","28.94","30.60","23.54","","-10.87%"
"24/05/2020","27.51","27.72","30.53","25.92","","-2.31%"
"17/05/2020","28.16","30.71","31.55","27.67","","-11.70%"
"10/05/2020","31.89","28.46","39.28","26.00","","13.97%"
"03/05/2020","27.98","39.13","40.32","27.89","","-24.76%"
"26/04/2020","37.19","36.29","39.57","30.54","","3.51%"
"19/04/2020","35.93","40.68","47.77","35.60","","-5.82%"
"12/04/2020","38.15","44.60","45.04","37.31","","-8.45%"
"05/04/2020","41.67","44.17","47.51","41.39","","-10.96%"
"29/03/2020","46.80","66.30","67.69","46.74","","-28.59%"
"22/03/2020","65.54","74.08","76.74","36.24","","-0.76%"
"15/03/2020","66.04","57.83","85.47","57.42","","14.20%"
"08/03/2020","57.83","41.94","77.57","41.94","","37.89%"
"01/03/2020","41.94","34.86","54.39","24.93","","4.56%"
"23/02/2020","40.11","22.25","49.48","22.00","","134.84%"
"16/02/2020","17.08","14.98","18.21","14.21","","24.85%"
"09/02/2020","13.68","15.88","16.43","13.38","","-11.57%"
"02/02/2020","15.47","18.64","18.88","14.70","","-17.89%"
"26/01/2020","18.84","17.42","19.99","14.94","","29.40%"
"19/01/2020","14.56","13.23","15.98","12.31","","20.33%"
"12/01/2020","12.10","12.84","13.82","11.75","","-3.66%"
"05/01/2020","12.56","15.45","16.39","12.09","","-10.41%"
"29/12/2019","14.02","13.74","16.20","12.42","","4.39%"
"22/12/2019","13.43","12.81","13.72","11.72","","7.35%"
"15/12/2019","12.51","12.47","12.78","11.71","","-0.95%"
"08/12/2019","12.63","14.25","16.90","12.25","","-7.27%"
"01/12/2019","13.62","12.69","17.99","12.55","","7.92%"
"24/11/2019","12.62","12.51","12.83","11.42","","2.27%"
"17/11/2019","12.34","12.39","14.17","12.16","","2.41%"
"10/11/2019","12.05","13.15","13.90","11.92","","-0.17%"
"03/11/2019","12.07","12.68","13.39","12.00","","-1.87%"
"27/10/2019","12.30","13.01","13.95","12.19","","-2.77%"
"20/10/2019","12.65","14.24","15.12","12.62","","-11.23%"
"13/10/2019","14.25","15.66","16.50","13.31","","-8.54%"
"06/10/2019","15.58","18.27","20.38","15.11","","-8.57%"
"29/09/2019","17.04","17.23","21.46","15.79","","-1.05%"
"22/09/2019","17.22","15.35","18.69","14.33","","12.40%"
"15/09/2019","15.32","14.89","15.84","13.31","","11.50%"
"08/09/2019","13.74","15.26","16.52","13.51","","-8.40%"
"01/09/2019","15.00","20.96","21.15","14.91","","-20.97%"
"25/08/2019","18.98","20.34","21.64","17.09","","-4.48%"
"18/08/2019","19.87","17.93","21.07","15.51","","7.58%"
"11/08/2019","18.47","17.87","24.10","17.52","","2.78%"
"04/08/2019","17.97","19.96","24.81","16.82","","2.04%"
"28/07/2019","17.61","12.15","20.11","12.15","","44.82%"
"21/07/2019","12.16","14.55","14.70","11.69","","-15.85%"
"14/07/2019","14.45","12.58","14.50","12.24","","16.63%"
"07/07/2019","12.39","13.73","14.71","12.28","","-6.70%"
"30/06/2019","13.28","13.85","14.64","12.04","","-11.94%"
"23/06/2019","15.08","15.46","16.68","15.08","","-2.08%"
"16/06/2019","15.40","15.65","16.03","13.19","","0.79%"
"09/06/2019","15.28","16.30","16.70","15.21","","-6.26%"
"02/06/2019","16.30","19.41","19.75","15.33","","-12.88%"
"26/05/2019","18.71","16.55","19.72","15.90","","18.04%"
"19/05/2019","15.85","15.88","18.05","14.42","","-0.69%"
"12/05/2019","15.96","18.62","21.32","14.86","","-0.50%"
"05/05/2019","16.04","12.89","23.38","12.89","","24.63%"
"28/04/2019","12.87","13.04","15.92","12.65","","1.10%"
"21/04/2019","12.73","13.21","14.30","12.08","","5.29%"
"14/04/2019","12.09","12.46","13.14","11.03","","0.67%"
"07/04/2019","12.01","13.55","14.39","11.95","","-6.32%"
"31/03/2019","12.82","13.90","14.27","12.17","","-6.49%"
"24/03/2019","13.71","17.76","17.85","13.64","","-16.81%"
"17/03/2019","16.48","13.13","17.52","12.37","","27.95%"
"10/03/2019","12.88","16.28","16.43","12.50","","-19.75%"
"03/03/2019","16.05","14.57","18.33","13.38","","18.28%"
"24/02/2019","13.57","13.91","16.17","13.41","","0.44%"
"17/02/2019","13.51","15.65","16.16","13.51","","-9.39%"
"10/02/2019","14.91","16.17","17.27","14.79","","-5.15%"
"03/02/2019","15.72","16.64","17.89","15.04","","-2.60%"
"27/01/2019","16.14","19.38","20.42","16.08","","-7.35%"
"20/01/2019","17.42","18.65","22.02","17.31","","-2.13%"
"13/01/2019","17.80","19.96","19.99","17.17","","-2.14%"
"06/01/2019","18.19","22.11","22.80","18.12","","-14.92%"
"30/12/2018","21.38","27.19","27.72","21.19","","-24.56%"
"23/12/2018","28.34","31.21","36.20","27.43","","-5.88%"
"16/12/2018","30.11","23.22","31.35","22.43","","39.20%"
"09/12/2018","21.63","23.62","25.94","20.34","","-6.89%"
"02/12/2018","23.23","16.04","25.94","15.94","","28.56%"
"25/11/2018","18.07","20.78","20.80","18.03","","-16.03%"
"18/11/2018","21.52","18.78","23.81","18.52","","18.63%"
"11/11/2018","18.14","17.26","22.97","17.25","","4.49%"
"04/11/2018","17.36","20.58","20.87","16.09","","-11.02%"
"28/10/2018","19.51","24.48","27.86","18.05","","-19.25%"
"21/10/2018","24.16","19.38","27.52","18.82","","21.47%"
"14/10/2018","19.89","21.97","22.89","17.06","","-6.66%"
"07/10/2018","21.31","16.05","28.84","15.27","","43.79%"
"30/09/2018","14.82","11.99","17.36","11.34","","22.28%"
"23/09/2018","12.12","12.46","13.22","11.55","","3.77%"
"16/09/2018","11.68","12.72","13.75","11.10","","-3.23%"
"09/09/2018","12.07","15.09","15.20","11.93","","-18.88%"
"02/09/2018","14.88","13.13","15.63","13.12","","15.71%"
"26/08/2018","12.86","12.37","14.03","11.87","","7.26%"
"19/08/2018","11.99","12.57","13.29","11.65","","-5.14%"
"12/08/2018","12.64","14.50","16.86","12.40","","-3.95%"
"05/08/2018","13.16","11.91","13.82","10.17","","13.06%"
"29/07/2018","11.64","13.63","14.53","11.07","","-10.67%"
"22/07/2018","13.03","13.47","14.26","11.60","","1.32%"
"15/07/2018","12.86","12.46","13.58","11.44","","5.58%"
"08/07/2018","12.18","13.42","14.15","11.62","","-8.90%"
"01/07/2018","13.37","17.70","18.08","13.34","","-16.90%"
"24/06/2018","16.09","15.07","19.61","14.56","","16.85%"
"17/06/2018","13.77","12.79","15.18","12.18","","14.94%"
"10/06/2018","11.98","12.52","13.16","11.88","","-1.64%"
"03/06/2018","12.18","13.91","13.91","11.22","","-9.51%"
"27/05/2018","13.46","14.39","18.78","13.37","","1.82%"
"20/05/2018","13.22","13.44","14.60","12.29","","-1.49%"
"13/05/2018","13.42","12.95","15.01","12.50","","6.09%"
"06/05/2018","12.65","15.32","15.56","12.65","","-14.35%"
"29/04/2018","14.77","15.39","18.66","10.91","","-4.15%"
"22/04/2018","15.41","17.29","19.84","15.25","","-8.71%"
"15/04/2018","16.88","17.59","17.66","14.57","","-3.04%"
"08/04/2018","17.41","21.27","22.02","17.26","","-18.99%"
"01/04/2018","21.49","21.07","25.72","18.57","","7.61%"
"25/03/2018","19.97","23.41","24.94","19.60","","-19.70%"
"18/03/2018","24.87","16.63","26.01","16.26","","57.41%"
"11/03/2018","15.80","15.28","17.59","14.94","","7.92%"
"04/03/2018","14.64","21.55","21.57","13.31","","-25.27%"
"25/02/2018","19.59","16.53","26.22","15.29","","18.80%"
"18/02/2018","16.49","20.53","21.61","16.47","","-15.26%"
"11/02/2018","19.46","27.25","29.70","17.44","","-33.04%"
"04/02/2018","29.06","18.44","50.30","16.80","","67.88%"
"28/01/2018","17.31","11.71","17.86","11.68","","56.23%"
"21/01/2018","11.08","11.59","12.19","10.76","","-1.69%"
"14/01/2018","11.27","10.42","12.80","10.40","","10.93%"
"07/01/2018","10.16","9.61","10.85","9.32","","10.20%"
"31/12/2017","9.22","10.95","11.07","8.92","","-16.49%"
"24/12/2017","11.04","10.19","11.06","9.71","","11.52%"
"17/12/2017","9.90","9.46","10.18","8.90","","5.10%"
"10/12/2017","9.42","9.74","10.54","9.21","","-1.67%"
"03/12/2017","9.58","11.05","11.86","9.43","","-16.19%"
"26/11/2017","11.43","10.07","14.58","9.53","","18.20%"
"19/11/2017","9.67","11.96","12.08","8.56","","-15.40%"
"12/11/2017","11.43","11.43","14.51","11.00","","1.24%"
"05/11/2017","11.29","9.63","12.19","9.29","","23.52%"
"29/10/2017","9.14","10.28","10.89","8.99","","-6.73%"
"22/10/2017","9.80","10.25","13.20","9.74","","-1.71%"
"15/10/2017","9.97","9.95","11.77","9.29","","3.75%"
"08/10/2017","9.61","9.92","10.66","9.44","","-0.41%"
"01/10/2017","9.65","9.59","10.27","9.11","","1.47%"
"24/09/2017","9.51","10.08","11.21","9.36","","-0.83%"
"17/09/2017","9.59","10.18","10.67","9.50","","-5.70%"
"10/09/2017","10.17","11.38","11.39","10.00","","-16.09%"
"03/09/2017","12.12","11.75","14.06","11.32","","19.64%"
"27/08/2017","10.13","12.09","14.34","10.02","","-10.20%"
"20/08/2017","11.28","14.59","14.74","11.10","","-20.90%"
"13/08/2017","14.26","14.05","16.04","11.25","","-8.06%"
"06/08/2017","15.51","10.19","17.28","9.52","","54.64%"
"30/07/2017","10.03","10.53","10.84","9.68","","-2.53%"
"23/07/2017","10.29","9.94","11.50","8.84","","9.94%"
"16/07/2017","9.36","9.77","10.35","9.30","","-1.58%"
"09/07/2017","9.51","11.26","12.14","9.50","","-15.01%"
"02/07/2017","11.19","11.07","13.05","10.28","","0.09%"
"25/06/2017","11.18","10.13","15.16","9.68","","11.58%"
"18/06/2017","10.02","10.57","11.40","9.85","","-3.47%"
"11/06/2017","10.38","11.19","12.37","10.01","","-2.99%"
"04/06/2017","10.70","10.08","12.11","9.37","","9.74%"
"28/05/2017","9.75","10.61","11.30","9.58","","-0.61%"
"21/05/2017","9.81","12.29","12.52","9.65","","-18.52%"
"14/05/2017","12.04","10.54","16.30","10.18","","15.77%"
"07/05/2017","10.40","10.53","11.23","9.56","","-1.61%"
"30/04/2017","10.57","10.92","11.24","9.90","","-2.31%"
"23/04/2017","10.82","11.56","12.01","10.22","","-26.04%"
"16/04/2017","14.63","16.19","16.28","13.46","","-8.33%"
"09/04/2017","15.96","13.24","16.22","12.94","","24.01%"
"02/04/2017","12.87","12.59","13.59","10.90","","4.04%"
"26/03/2017","12.37","14.78","15.11","11.03","","-4.55%"
"19/03/2017","12.96","11.71","14.16","10.92","","14.89%"
"12/03/2017","11.28","12.16","12.54","10.60","","-3.26%"
"05/03/2017","11.66","11.59","12.43","11.04","","6.39%"
"26/02/2017","10.96","11.78","12.96","10.94","","-4.45%"
"19/02/2017","11.47","12.05","12.59","11.34","","-0.17%"
"12/02/2017","11.49","11.36","12.86","10.73","","5.90%"
"05/02/2017","10.85","11.37","11.84","10.55","","-1.09%"
"29/01/2017","10.97","11.10","12.99","9.97","","3.69%"
"22/01/2017","10.58","12.30","12.62","10.30","","-8.32%"
